Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
microsoft access 2010 training,1300,0.00,0,0,0.00,110
3g broadband router,6600,0.00,0,0,0.00,590
sim card in uk,18100,0.00,0,0,0.00,8100
cheap ink cartridges brother,480,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,73
stock photography books,480,0.00,0,0,0.00,36
google android app developer,390,0.00,0,0,0.00,46
pre pay sim,4400,0.34,1.05,1.5,0.51,590
pre pay sim card,2400,1.72,1.05,3.68,6.33,210
international mobile broadband pay as you go,36,0.00,0,0,0.00,22
learning sql server 2008,1900,0.00,0,0,0.00,91
cheap ink for brother printer,320,0.00,0,0,0.00,73
buy pay as you go sim card,390,0.00,0,0,0.00,210
pay as you go sim card,22200,4.22,1.05,23.02,97.05,14800
pay as go sim,74000,0.00,0,0,0.00,60500
solar power and home,90500,0.00,0,0,0.00,12100
developing mobile application,8100,0.00,0,0,0.00,590
sim card pay,27100,0.00,0,0,0.00,18100
solar for your home,27100,0.00,0,0,0.00,6600
notebook laptops,9140000,3.60,1.05,4.96,17.87,673000
notebooks and laptops,9140000,3.82,1.05,1.46,5.56,823000
notebooks & laptops,9140000,0.00,0,0,0.00,823000
notebooks and laptop,7480000,0.00,0,0,0.00,1000000
mobile phones mobile phone,7480000,0.00,0,0,0.00,1500000
laptop or notebook,7480000,0.00,0,0,0.00,673000
laptop and notebook,7480000,0.81,1.05,2.18,1.76,673000
is a notebook a laptop,7480000,0.00,0,0,0.00,673000
tv or lcd,5000000,0.00,0,0,0.00,368000
dress prom dress,3350000,0.00,0,0,0.00,673000
digital cameras digital cameras,3350000,0.39,1.05,1.97,0.77,450000
dress prom dresses,3350000,0.00,0,0,0.00,550000
digital camera digital cameras,3350000,0.00,0,0,0.00,450000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.51,1.05,94.27,48.13,135000
canon canon powershot,2240000,0.00,0,0,0.00,135000
of the vanities,2240000,0.00,0,0,0.00,165000
lumix by panasonic,1830000,0.50,1.05,1.55,0.78,246000
camera with camcorder,1500000,0.00,0,0,0.00,201000
best phones,1830000,3.58,1.05,1142.28,"4,086.80",301000
kinect for xbox,1220000,0.45,1.05,1.64,0.75,135000
canon canon camera,1830000,0.00,0,0,0.00,165000
g shock g,1830000,0.00,0,0,0.00,135000
canon pixma,1830000,0.65,1.05,91.74,59.93,135000
panasonic dmc,1500000,0.54,1.05,53.1,28.59,135000
tv 32 in,1500000,0.00,0,0,0.00,201000
coolpix nikon,1830000,0.50,1.05,1.36,0.68,135000
nikon coolpix,1830000,0.53,1.05,87.14,46.57,135000
lumix dmc,1500000,0.62,1.05,24.38,15.00,110000
ixus i,1220000,0.00,0,0,0.00,110000
ink for cartridges,1220000,0.00,0,0,0.00,368000
ink cartridges for,1220000,0.00,0,0,0.00,368000
ink cartridges,1220000,2.28,1.05,484.01,"1,101.25",368000
hidden object,1500000,0.61,1.05,88.93,54.49,135000
cartridge and ink,1220000,0.00,0,0,0.00,368000
ink for cartridge,1220000,1.99,1.05,2.19,4.36,368000
ink & cartridge,1220000,0.00,0,0,0.00,368000
dr martens,1500000,0.55,1.05,309.92,169.64,246000
camcorders with camera,1220000,0.00,0,0,0.00,165000
camera and camcorders,1220000,0.00,0,0,0.00,165000
ink for print,1220000,0.00,0,0,0.00,301000
and mens clothing,1220000,0.00,0,0,0.00,368000
samsung phones,1220000,0.69,1.05,474.88,329.58,135000
fujifilm finepix,1220000,0.50,1.05,1.74,0.88,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,165000
canon lens lens,1220000,0.00,0,0,0.00,165000
hdmi cable hdmi,1220000,0.00,0,0,0.00,165000
a movie camera,1000000,0.00,0,0,0.00,90500
the movie camera,1000000,0.00,0,0,0.00,90500
toner and cartridges,1000000,0.00,0,0,0.00,301000
razors shavers,1220000,0.00,0,0,0.00,165000
the canon 5d,1220000,0.00,0,0,0.00,90500
shavers razors,1220000,0.00,0,0,0.00,165000
canon 5d,1220000,0.56,1.05,209.32,116.46,90500
dmc panasonic lumix,1000000,0.00,0,0,0.00,90500
the nikon d90,1000000,0.00,0,0,0.00,49500
clothing for cheap,1000000,0.00,0,0,0.00,301000
i station docking station,1000000,0.00,0,0,0.00,201000
pc notebook,1000000,1.18,1.05,20.8,24.58,60500
a wrinkle in,1000000,0.00,0,0,0.00,110000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,246000
canon is cameras,1000000,0.00,0,0,0.00,110000
canon cameras,1000000,0.52,1.05,68.88,35.56,110000
photos stock,823000,0.50,1.05,1.78,0.89,74000
nikon camera,1000000,0.53,1.05,43.9,23.44,90500
phones and prices,1000000,0.00,0,0,0.00,27100
dvd to dvd recorder,823000,1.10,1.05,1.9,2.10,135000
toner print cartridge,823000,0.00,0,0,0.00,246000
hdmi to hdmi cables,823000,0.44,1.05,22.48,9.89,110000
blu ray players,823000,0.60,1.05,100.59,60.04,110000
bluray players,823000,0.40,1.05,70.46,28.53,110000
lcd and hd,673000,0.00,0,0,0.00,90500
watch mens watch,823000,0.00,0,0,0.00,165000
hard disk drives external,823000,0.00,0,0,0.00,135000
cannon and camera,823000,0.00,0,0,0.00,60500
used it books,823000,0.00,0,0,0.00,60500
tv samsung led,1000000,0.00,0,0,0.00,90500
led tv by samsung,1000000,0.00,0,0,0.00,90500
printer ink for,823000,0.00,0,0,0.00,165000
printer with ink,823000,0.00,0,0,0.00,165000
printer and ink,823000,0.00,0,0,0.00,165000
dresses for kids,823000,0.82,1.05,116.19,94.83,201000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,40500
wedding shoes shoes,823000,0.00,0,0,0.00,246000
the best laptops,823000,0.59,1.05,1.29,0.76,110000
shoes wedding,823000,0.64,1.05,93.28,60.12,246000
dresses maxi,823000,0.68,1.05,7.03,4.80,368000
laptop battery for,823000,0.00,0,0,0.00,110000
detector metal metal detector,823000,0.00,0,0,0.00,90500
phone pay as,823000,0.00,0,0,0.00,246000
watches for mens,673000,0.00,0,0,0.00,135000
kinect on xbox 360,673000,0.00,0,0,0.00,49500
kinect for xbox 360,673000,0.20,1.05,2.19,0.44,49500
security and camera,673000,0.00,0,0,0.00,49500
camera for security,673000,0.00,0,0,0.00,49500
lcd monitors,550000,0.50,1.05,10.95,5.52,40500
duvet and duvet covers,673000,0.00,0,0,0.00,246000
jon bon jovi dead,40500,0.00,0,0,0.00,2900
kardashian christmas card,27100,0.00,0,0,0.00,720
49ers,1830000,2.51,1.05,2.07,5.18,301000
steelers,1830000,0.00,0,0,0.00,33100
dark knight rises trailer,301000,0.00,0,0,0.00,33100
san francisco 49ers,301000,0.00,0,0,0.00,5400
ben roethlisberger,165000,0.00,0,0,0.00,1900
pittsburgh steelers,450000,0.00,0,0,0.00,6600
snooki,1830000,0.00,0,0,0.00,74000
clippers,2240000,2.50,1.05,15.67,39.25,246000
49ers news,27100,0.00,0,0,0.00,210
lakers,2740000,0.00,0,0,0.00,49500
james harrison,110000,0.00,0,0,0.00,5400
martial law,165000,0.00,0,0,0.00,12100
antonio brown,33100,0.00,0,0,0.00,590
gpa calculator,673000,0.00,0,0,0.00,4400
johnny knox,40500,0.00,0,0,0.00,880
yu darvish,74000,0.00,0,0,0.00,590
kobe bryant,1500000,0.00,0,0,0.00,27100
lil kim,673000,2.51,1.05,0.51,1.28,49500
justin bieber,37200000,0.50,1.05,3.03,1.53,1830000
shakira,13600000,0.00,0,0,0.00,201000
eminem,13600000,0.00,0,0,0.00,823000
netflix,30400000,3.13,1.05,7141.55,"22,341.92",450000
youtube videos,30400000,0.54,1.05,66.36,35.88,673000
lady gaga,20400000,2.51,1.05,0.98,2.46,1220000
kesha,3350000,0.00,0,0,0.00,135000
nicki minaj,11100000,0.51,1.05,144.48,73.83,1000000
grooveshark,9140000,0.00,0,0,0.00,1000000
transformers 3,7480000,0.51,1.05,2.01,1.02,301000
mundial 2010,246000,0.00,0,0,0.00,480
olympics,7480000,0.55,1.05,152.45,83.52,2240000
espn3,1500000,0.00,0,0,0.00,5400
fifa 11,5000000,0.50,1.05,4.44,2.24,823000
randy moss,165000,0.00,0,0,0.00,2400
miami heat,1220000,0.00,0,0,0.00,22200
mourinho,1220000,0.00,0,0,0.00,90500
wayne rooney,550000,2.50,1.05,13.12,32.84,201000
cricket live score,3350000,0.00,0,0,0.00,74000
david villa,550000,0.00,0,0,0.00,33100
ipad,55600000,1.83,1.05,1851.48,"3,393.77",4090000
iphone 4,37200000,1.66,1.05,2104.53,"3,495.14",2740000
nokia 5530,1830000,0.00,0,0,0.00,9900
htc evo 4g,450000,0.50,1.05,1.67,0.84,4400
nokia n900,550000,0.50,1.05,11.57,5.83,27100
blackberry apps,1220000,0.00,0,0,0.00,201000
duracell mygrid,12100,0.50,1.05,2.73,1.37,1600
트위터,368000,0.00,0,0,0.00,2400
otterbox,1220000,0.61,1.05,126.85,77.57,40500
pdanet,450000,0.00,0,0,0.00,8100
masterchef,2740000,0.50,1.05,15.3,7.72,301000
食べログ,1220000,0.00,0,0,0.00,590
cupcakes,9140000,0.54,1.05,739.9,398.47,1000000
jimmy johns,1500000,0.00,0,0,0.00,2900
как жрать суши,135000,0.00,0,0,0.00,260
dominos pizza menu,165000,0.56,1.05,43.76,24.31,27100
tudo gostoso receitas,40500,0.00,0,0,0.00,73
guacamole recipe,201000,0.00,0,0,0.00,12100
applebees menu,201000,0.00,0,0,0.00,720
rachel ray,1220000,0.00,0,0,0.00,12100
anhembi parque,8100,0.00,0,0,0.00,36
wm gucken,1000,0.00,0,0,0.00,-
world cup,13600000,2.50,1.05,2.36,5.91,1830000
bundeskanzleramt,40500,0.00,0,0,0.00,260
rio branco,550000,0.00,0,0,0.00,1000
mt everest,450000,0.00,0,0,0.00,60500
kew gardens,201000,2.51,1.05,64.86,162.51,110000
tour eiffel,823000,0.00,0,0,0.00,18100
oxford street,673000,0.00,0,0,0.00,450000
nürburgring,673000,0.00,0,0,0.00,49500
katy perry,13600000,2.50,1.05,69.86,174.96,1000000
selena gomez,20400000,2.51,1.05,1.11,2.77,823000
kim kardashian,13600000,0.00,0,0,0.00,823000
miley cyrus,11100000,2.50,1.05,0.82,2.05,450000
taylor lautner,2240000,2.51,1.05,0.75,1.88,135000
megan fox,5000000,2.51,1.05,2.18,5.47,301000
robert pattinson,4090000,2.50,1.05,7.01,17.55,301000
haiti,4090000,1.07,1.05,10.57,11.33,165000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,2.51,1.05,0.7,1.74,1000000
earthquake,13600000,2.51,1.05,21.84,54.71,1220000
jörg kachelmann,22200,0.00,0,0,0.00,73
menowin fröhlich,49500,0.00,0,0,0.00,28
mobile technology,165000,0.00,0,0,0.00,14800
oil spill,673000,2.50,1.05,11.11,27.82,60500
vancouver 2010,135000,0.00,0,0,0.00,5400
apprendimento automatico,320,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,880,0.00,0,0,0.00,-
beijing apartments,14800,0.00,0,0,0.00,1000
comercio electrónico,135000,0.00,0,0,0.00,210
st. petersburg restaurants,27100,0.00,0,0,0.00,1000
منتزه يلوستون الوطني,260,0.00,0,0,0.00,0
energia solare,49500,0.00,0,0,0.00,140
dubai tours,60500,0.45,1.05,10.48,4.73,6600
hcg diet,1000000,2.43,1.05,3.37,8.18,18100
dr oz,2240000,0.00,0,0,0.00,9900
aspergers,1830000,2.51,1.05,152.46,381.95,201000
mcdonalds nutrition,301000,0.00,0,0,0.00,12100
vitamin d deficiency,301000,2.51,1.05,81.97,205.35,33100
appendicitis symptoms,135000,2.51,1.05,0.66,1.66,18100
cholera,673000,0.00,0,0,0.00,49500
nfp,673000,0.00,0,0,0.00,8100
vacina h1n1,9900,0.00,0,0,0.00,-
whooping cough,301000,2.51,1.05,1.54,3.86,18100
donate to haiti,4400,0.00,0,0,0.00,390
donate to pakistan,1000,0.00,0,0,0.00,170
text to donate,9900,1.31,1.05,1.48,1.93,2400
doctors without borders,201000,0.50,1.05,3.77,1.90,9900
download to donate,12100,0.00,0,0,0.00,260
red cross canada,33100,0.00,0,0,0.00,480
blood donation restrictions,3600,0.00,0,0,0.00,320
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1300,0.00,0,0,0.00,73
csl plasma,49500,0.00,0,0,0.00,170
swine flu,201000,2.50,1.05,3.37,8.43,60500
wamu,246000,0.00,0,0,0.00,3600
new moon,1220000,0.00,0,0,0.00,90500
mininova,823000,0.00,0,0,0.00,60500
susan boyle,673000,0.51,1.05,6.87,3.49,90500
slumdog millionaire,450000,0.00,0,0,0.00,27100
circuit city,368000,0.00,0,0,0.00,4400
myspace layouts,165000,0.00,0,0,0.00,6600
michael jackson,13600000,0.58,1.05,32.44,18.75,823000
national city bank,165000,0.00,0,0,0.00,2400
chatroulette,20400000,0.55,1.05,73.04,40.43,1220000
friv,68000000,0.50,1.05,1.53,0.77,4090000
myxer,550000,0.00,0,0,0.00,1900
twitter,151000000,0.53,1.05,99.79,52.57,16600000
gamezer,16600000,2.51,1.05,0.77,1.94,40500
facebook,3760000000,5.00,1.05,125.24,626.81,185000000
insurance,55600000,5.57,1.05,2946.58,"16,406.82",13600000
loans,20400000,4.16,1.05,6581.89,"27,361.83",3350000
mortgage,16600000,2.42,1.05,3410.66,"8,237.46",2740000
attorney,16600000,0.50,1.05,0.98,0.49,450000
credit,101000000,10.36,1.05,1527.01,"15,822.47",6120000
lawyer,13600000,1.17,1.05,136.52,159.10,1500000
donate,2740000,0.90,1.05,113.65,102.80,201000
degree,16600000,2.51,1.05,52.65,132.02,1500000
hosting,11100000,4.79,1.05,627.38,"3,003.40",823000
claim,7480000,2.85,1.05,1158.3,"3,304.55",1500000
conference call,368000,2.73,1.05,81.26,221.48,33100
trading,20400000,1.20,1.05,412.3,496.23,1830000
software,151000000,2.68,1.05,137.29,367.58,7480000
recovery,20400000,2.76,1.05,22.53,62.26,1830000
transfer,45500000,0.00,0,0,0.00,5000000
gas electricity,368000,18.49,1.05,68.41,"1,264.90",135000
classes,68000000,2.51,1.05,1.8,4.50,11100000
rehab,5000000,1.79,1.05,126.31,226.34,301000
treatment,37200000,2.50,1.05,17.71,44.35,4090000
cord blood,135000,1.28,1.05,19.44,24.91,5400
domains yahoo,27100,0.00,0,0,0.00,1000
domain name yahoo,6600,0.50,1.05,7.62,3.84,390
dc hair laser removal washington,720,0.00,0,0,0.00,28
law lemon wisconsin,1600,0.00,0,0,0.00,28
hair removal washington dc,1300,0.00,0,0,0.00,58
domain registration yahoo,3600,0.00,0,0,0.00,170
benchmark lending,4400,0.00,0,0,0.00,140
domain yahoo,60500,0.00,0,0,0.00,1900
yahoo web hosting,33100,1.24,1.05,9.26,11.53,1000
hair laser removal virginia,3600,0.00,0,0,0.00,46
peritoneal mesothelioma,5400,3.44,1.05,2.4,8.26,480
ca lemon law,8100,0.00,0,0,0.00,73
best buy gift card,49500,0.00,0,0,0.00,260
adverse credit remortgage,880,0.00,0,0,0.00,210
mesothelioma information,2400,0.00,0,0,0.00,210
law lemon ohio,2900,0.00,0,0,0.00,28
att call conference,5400,0.00,0,0,0.00,260
insurance medical temporary,1900,0.00,0,0,0.00,140
illinois law lemon,2400,0.00,0,0,0.00,28
mesothelioma symptoms,8100,2.61,1.05,34.58,90.34,880
angeles drug los rehab,1900,0.00,0,0,0.00,28
personal injury solicitor,90500,6.82,1.05,22.23,151.58,18100
att go,301000,0.00,0,0,0.00,1900
accident car florida lawyer,2900,0.00,0,0,0.00,58
google affiliate,49500,0.00,0,0,0.00,2400
at t wireless,673000,0.00,0,0,0.00,74000
home equity loan,165000,1.04,1.05,13.01,13.55,3600
mcsa boot camp,320,0.00,0,0,0.00,28
anti spam appliance,1600,0.00,0,0,0.00,91
adverse remortgage,1300,0.00,0,0,0.00,320
chicago hair laser removal,2900,0.00,0,0,0.00,36
att conference,18100,0.00,0,0,0.00,590
at and t,277000000,0.00,0,0,0.00,20400000
laser hair removal maryland,1900,0.00,0,0,0.00,36
mesothelioma,246000,1.73,1.05,126.74,218.96,27100
buy gift card,201000,0.50,1.05,1.69,0.85,8100
mesotheloma,590,0.00,0,0,0.00,58
student loan consolidation program,1000,0.00,0,0,0.00,28
california law lemon,9900,0.00,0,0,0.00,91
event management security,8100,0.00,0,0,0.00,480
canada personals yahoo,590,0.00,0,0,0.00,22
orlando criminal attorney,3600,0.00,0,0,0.00,36
uk homeowner loans,590,0.00,0,0,0.00,260
vioxx lawsuit,2400,0.00,0,0,0.00,140
compare life assurance,18100,11.89,1.05,20.68,245.78,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,73
american singles,49500,0.00,0,0,0.00,5400
federal criminal defense attorney,2400,0.00,0,0,0.00,73
laser hair removal manhattan,880,0.00,0,0,0.00,28
att prepaid wireless,6600,0.00,0,0,0.00,28
fortis health insurance temporary,110,0.00,0,0,0.00,-
miami personal injury lawyer,6600,0.00,0,0,0.00,140
hair removal chicago,4400,0.00,0,0,0.00,73
at and t cell phones,90500,0.00,0,0,0.00,6600
refinance with bad credit,27100,0.00,0,0,0.00,880
malignant mesothelioma,6600,0.00,0,0,0.00,720
lease management software,1600,1.69,1.05,2.14,3.61,110
primary pulmonary hypertension,5400,0.00,0,0,0.00,480
miami personal injury attorney,5400,0.00,0,0,0.00,140
anti spam lotus notes,390,0.00,0,0,0.00,22
life insurance quotes,165000,54.78,1.05,64.57,"3,537.37",22200
egg credit,12100,0.00,0,0,0.00,9900
anti spam exchange server,880,0.00,0,0,0.00,73
lemon law,135000,0.00,0,0,0.00,2900
google adsense,1220000,0.00,0,0,0.00,90500
best consolidation loan student,1600,0.00,0,0,0.00,28
refinance with poor credit,3600,0.00,0,0,0.00,140
employee leasing,14800,0.72,1.05,1.76,1.27,480
student loan consolidation center,260,0.00,0,0,0.00,0
buyer mortgage note,1600,0.00,0,0,0.00,73
federal student loan consolidation,9900,0.00,0,0,0.00,73
symptoms of mesothelioma,8100,0.00,0,0,0.00,880
city hair laser new removal york,1000,0.00,0,0,0.00,46
att wireless com,3600,0.00,0,0,0.00,22
san diego dui lawyer,4400,0.00,0,0,0.00,91
indiana law lemon,1600,0.00,0,0,0.00,22
law lemon michigan,2400,0.00,0,0,0.00,16
angeles criminal defense los,8100,0.00,0,0,0.00,140
refinancing with poor credit,3600,0.00,0,0,0.00,140
action class lawsuit vioxx,590,0.00,0,0,0.00,46
term life assurance,165000,2.91,1.05,4.54,13.21,8100
e loan,33100,0.50,1.05,8.11,4.09,4400
celebrex lawyer,1600,0.00,0,0,0.00,46
vasectomy reversal,49500,6.22,1.05,27.88,173.35,8100
mortgage rates refinancing,22200,0.00,0,0,0.00,320
attorney law lemon,5400,0.00,0,0,0.00,58
consolidate student loans,49500,0.00,0,0,0.00,590
home equity loans,135000,1.51,1.05,6.29,9.52,5400
mesothilioma,720,0.00,0,0,0.00,91
new york personal injury lawyer,18100,0.00,0,0,0.00,320
home equity loan rates,22200,1.26,1.05,10.07,12.68,320
auto insurance quotes,201000,19.56,1.05,1035.78,"20,264.36",5400
georgia law lemon,2400,0.00,0,0,0.00,22
homeowner loans,14800,6.67,1.05,15.15,101.04,9900
equity loan rates,22200,1.64,1.05,3.26,5.33,390
administration lease software,590,0.00,0,0,0.00,58
egg credit card,12100,0.82,1.05,13.28,10.95,9900
student consolidation loans,135000,0.00,0,0,0.00,1900
microsoft anti spam,2400,0.00,0,0,0.00,170
mesothelioma prognosis,3600,3.22,1.05,1.79,5.77,390
second mortgages,49500,0.38,1.05,2.49,0.94,5400
auto century insurance,9900,0.00,0,0,0.00,73
employee florida leasing,1000,0.00,0,0,0.00,22
federal consolidation loan,22200,0.00,0,0,0.00,170
equity loan,201000,0.85,1.05,56.68,48.33,8100
personal injury attorney colorado,4400,0.00,0,0,0.00,91
accident lawyer michigan,2900,0.00,0,0,0.00,91
refinancing with bad credit,22200,0.00,0,0,0.00,720
home equity line of credit rates,9900,0.00,0,0,0.00,210
federal consolidation,27100,0.00,0,0,0.00,210
non profit debt consolidation,8100,0.00,0,0,0.00,210
pay per click affiliate,8100,10.91,1.05,1.66,18.11,720
city hair new removal york,1600,0.00,0,0,0.00,73
acid reflux disease diet,1000,0.00,0,0,0.00,91
refinance poor credit,3600,0.00,0,0,0.00,140
equity loans,165000,0.24,1.05,2.93,0.70,9900
student loan consolidate,49500,0.00,0,0,0.00,590
consolidate loans,74000,6.39,1.05,4.56,29.16,2400
secured loans,90500,6.68,1.05,39.52,263.95,33100
criminal lawyer new york,8100,0.00,0,0,0.00,73
affiliate per click,8100,0.00,0,0,0.00,720
chicago personal injury lawyer,9900,0.00,0,0,0.00,140
los angeles dui lawyer,8100,0.00,0,0,0.00,91
att prepaid,135000,0.00,0,0,0.00,720
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,91
critical illness insurance life,4400,0.00,0,0,0.00,2900
irs lawyer tax,2900,0.00,0,0,0.00,73
laser hair removal new york,12100,0.00,0,0,0.00,260
comcast high speed,14800,0.00,0,0,0.00,170
personal yahoo,22200,0.00,0,0,0.00,1300
san diego dui attorney,4400,0.00,0,0,0.00,73
michigan personal injury,5400,0.00,0,0,0.00,170
automobile law lemon,5400,0.00,0,0,0.00,91
cheap insurance life term,8100,7.69,1.05,3.95,30.40,590
home loans refinancing,12100,0.00,0,0,0.00,480
consolidate college loans,880,0.00,0,0,0.00,16
cheap life insurance,27100,20.90,1.05,58.89,"1,230.50",5400
vioxx law suit,210,0.00,0,0,0.00,16
student loan refinance,12100,0.00,0,0,0.00,140
car hire alicante spain,5400,2.42,1.05,3.56,8.59,3600
tax attorney,110000,0.00,0,0,0.00,2400
refinancing my home,1900,0.00,0,0,0.00,91
criminal dallas lawyer,6600,0.00,0,0,0.00,140
line of credit home equity,110000,0.00,0,0,0.00,1600
litigation vioxx,1300,0.00,0,0,0.00,91
at and t phones,673000,0.00,0,0,0.00,40500
criminal defense attorney los angeles,6600,0.00,0,0,0.00,91
commodity online trading,6600,0.00,0,0,0.00,320
home equity rates,40500,0.72,1.05,4.46,3.22,720
adsense,4090000,53.07,1.05,0.63,33.41,246000
law lemon mass,1600,0.00,0,0,0.00,46
equity home,368000,0.96,1.05,11.82,11.38,18100
arizona law lemon,1600,0.00,0,0,0.00,22
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,0.00,0,0,0.00,6600
alicante car rental spain,4400,0.00,0,0,0.00,3600
attorney defense federal,3600,0.00,0,0,0.00,91
san diego criminal attorney,6600,0.00,0,0,0.00,170
injury lawyer new york,22200,0.00,0,0,0.00,390
attorney injury new personal york,18100,0.00,0,0,0.00,260
at and t mobile,16600000,0.00,0,0,0.00,2240000
pleural mesothelioma,8100,0.00,0,0,0.00,720
augmentation breast diego san,3600,0.00,0,0,0.00,22
home equity poor credit,2400,0.00,0,0,0.00,46
health insurance temporary,9900,0.00,0,0,0.00,720
compensation mesothelioma,2900,2.51,1.05,1.8,4.51,1600
21st century insurance,110000,0.00,0,0,0.00,390
cheap insurance medical,12100,0.00,0,0,0.00,2400
angeles criminal lawyer los,18100,0.00,0,0,0.00,210
low cost term life insurance,1600,0.00,0,0,0.00,110
home refinance loans,22200,4.95,1.05,7.23,35.82,720
eloan,27100,0.00,0,0,0.00,2900
life insurance quote,165000,13.13,1.05,44.41,583.17,22200
