Keyword,Global Monthly Searches,Estimated Avg. CPC (£),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (£),Local Monthly Searches
make money stock photos,880,0.00,0,0,0.00,110
google android apps development,390,0.00,0,0,0.00,36
mobile sim card uk,1000,0.21,1.05,1.77,0.37,480
sim card for uk,14800,0.00,0,0,0.00,8100
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1600,0.00,0,0,0.00,73
small company websites,1900,0.00,0,0,0.00,170
team building activities uk,210,0.00,0,0,0.00,170
pay as you go sim uk,2400,4.52,1.05,2.7,12.19,1600
the glaze book,1000,0.00,0,0,0.00,210
training in sql,60500,0.00,0,0,0.00,8100
android application development tools,2900,0.50,1.05,1.78,0.90,320
uk mobile sim card,1000,0.00,0,0,0.00,480
buy uk sim card,880,0.00,0,0,0.00,320
c5650 toner,1600,1.91,1.05,1.45,2.78,320
database driven web page,2400,0.00,0,0,0.00,390
cost of sim card,12100,0.00,0,0,0.00,1000
database driven web,5400,0.00,0,0,0.00,720
microsoft access 2010 training,1300,0.50,1.05,2.25,1.13,110
3g broadband router,6600,0.00,0,0,0.00,480
sim card in uk,14800,0.00,0,0,0.00,8100
cheap ink cartridges brother,480,0.00,0,0,0.00,170
google android app development,590,0.00,0,0,0.00,73
stock photography books,480,0.00,0,0,0.00,36
google android app developer,390,0.00,0,0,0.00,46
pre pay sim,4400,0.00,0,0,0.00,590
pre pay sim card,1900,0.00,0,0,0.00,210
international mobile broadband pay as you go,28,0.00,0,0,0.00,22
learning sql server 2008,1900,0.00,0,0,0.00,91
cheap ink for brother printer,320,0.00,0,0,0.00,73
buy pay as you go sim card,320,0.00,0,0,0.00,210
pay as you go sim card,22200,5.14,1.05,28.39,145.93,14800
pay as go sim,74000,0.00,0,0,0.00,60500
solar power and home,90500,0.00,0,0,0.00,12100
developing mobile application,8100,0.68,1.05,1.91,1.30,590
sim card pay,27100,0.00,0,0,0.00,18100
solar for your home,22200,0.00,0,0,0.00,6600
notebook laptops,9140000,3.27,1.05,10.74,35.12,673000
notebooks and laptops,9140000,0.00,0,0,0.00,823000
notebooks & laptops,9140000,0.00,0,0,0.00,823000
notebooks and laptop,7480000,0.00,0,0,0.00,1000000
mobile phones mobile phone,-,0.00,0,0,0.00,-
laptop or notebook,7480000,0.00,0,0,0.00,673000
laptop and notebook,7480000,1.17,1.05,7.7,9.04,673000
is a notebook a laptop,7480000,0.00,0,0,0.00,673000
tv or lcd,5000000,0.00,0,0,0.00,368000
dress prom dress,3350000,0.00,0,0,0.00,673000
digital cameras digital cameras,3350000,0.00,0,0,0.00,450000
dress prom dresses,3350000,0.00,0,0,0.00,550000
digital camera digital cameras,2740000,0.00,0,0,0.00,368000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,60500
canon powershot,2240000,0.58,1.05,163,94.93,135000
canon canon powershot,2240000,0.50,1.05,0.96,0.48,135000
of the vanities,2240000,0.00,0,0,0.00,165000
lumix by panasonic,1830000,0.00,0,0,0.00,246000
camera with camcorder,1220000,0.00,0,0,0.00,201000
best phones,1830000,2.57,1.05,91.96,236.27,301000
kinect for xbox,1220000,0.24,1.05,0.78,0.18,135000
canon canon camera,1830000,0.00,0,0,0.00,165000
g shock g,1830000,0.00,0,0,0.00,135000
canon pixma,1830000,0.77,1.05,106.19,81.97,135000
panasonic dmc,1500000,0.60,1.05,53.18,32.11,135000
tv 32 in,1500000,0.00,0,0,0.00,201000
coolpix nikon,1830000,0.00,0,0,0.00,135000
nikon coolpix,1830000,0.51,1.05,33.17,16.88,135000
lumix dmc,1500000,0.57,1.05,6.19,3.52,110000
ixus i,1220000,0.00,0,0,0.00,110000
ink for cartridges,1220000,0.00,0,0,0.00,368000
ink cartridges for,1220000,0.00,0,0,0.00,368000
ink cartridges,1220000,2.35,1.05,529.33,"1,244.84",368000
hidden object,1500000,0.58,1.05,117.36,68.12,135000
cartridge and ink,1220000,0.00,0,0,0.00,301000
ink for cartridge,1220000,0.00,0,0,0.00,301000
ink & cartridge,1220000,0.00,0,0,0.00,301000
dr martens,1500000,0.57,1.05,484.51,275.74,301000
camcorders with camera,1000000,0.00,0,0,0.00,165000
camera and camcorders,1000000,0.00,0,0,0.00,165000
ink for print,1000000,0.00,0,0,0.00,301000
and mens clothing,1220000,0.00,0,0,0.00,368000
samsung phones,1220000,0.86,1.05,226.09,195.36,110000
fujifilm finepix,1220000,0.00,0,0,0.00,165000
finepix fujifilm,1220000,0.50,1.05,0.89,0.45,165000
canon with lens,1220000,0.00,0,0,0.00,165000
canon lens lens,1220000,0.00,0,0,0.00,165000
hdmi cable hdmi,1220000,0.00,0,0,0.00,135000
a movie camera,1000000,0.00,0,0,0.00,90500
the movie camera,1000000,0.00,0,0,0.00,90500
toner and cartridges,1000000,0.00,0,0,0.00,301000
razors shavers,1000000,0.00,0,0,0.00,165000
the canon 5d,1220000,0.00,0,0,0.00,110000
shavers razors,1000000,0.00,0,0,0.00,165000
canon 5d,1220000,0.57,1.05,174.66,99.39,110000
dmc panasonic lumix,1000000,0.00,0,0,0.00,90500
the nikon d90,1000000,0.00,0,0,0.00,49500
clothing for cheap,1000000,0.30,1.05,1.53,0.46,301000
i station docking station,1000000,0.50,1.05,0.93,0.47,165000
pc notebook,1000000,0.94,1.05,28.52,26.93,60500
a wrinkle in,1000000,0.00,0,0,0.00,110000
ink cartridges toner cartridges,823000,0.00,0,0,0.00,246000
canon is cameras,1000000,0.00,0,0,0.00,110000
canon cameras,1000000,0.53,1.05,104.13,55.36,110000
photos stock,823000,0.00,0,0,0.00,74000
nikon camera,1000000,0.50,1.05,30.5,15.33,90500
phones and prices,1000000,0.00,0,0,0.00,27100
dvd to dvd recorder,823000,0.26,1.05,0.68,0.18,135000
toner print cartridge,823000,0.00,0,0,0.00,201000
hdmi to hdmi cables,823000,0.37,1.05,12.94,4.83,110000
blu ray players,823000,0.61,1.05,164.77,100.90,110000
bluray players,823000,0.53,1.05,44.03,23.47,110000
lcd and hd,673000,0.00,0,0,0.00,74000
watch mens watch,823000,0.00,0,0,0.00,165000
hard disk drives external,823000,0.20,1.05,1.36,0.28,135000
cannon and camera,-,0.00,0,0,0.00,-
used it books,673000,0.00,0,0,0.00,60500
tv samsung led,1000000,0.00,0,0,0.00,90500
led tv by samsung,1000000,0.21,1.05,1.32,0.27,90500
printer ink for,823000,1.06,1.05,1.38,1.46,135000
printer with ink,823000,0.00,0,0,0.00,135000
printer and ink,823000,0.00,0,0,0.00,135000
dresses for kids,673000,0.98,1.05,96.1,94.51,165000
notebook samsung,1000000,0.00,0,0,0.00,74000
powershot sx,673000,0.00,0,0,0.00,40500
wedding shoes shoes,823000,0.00,0,0,0.00,246000
the best laptops,823000,0.69,1.05,1.28,0.88,110000
shoes wedding,823000,0.73,1.05,230.88,168.01,246000
dresses maxi,823000,5.08,1.05,11.15,56.68,368000
laptop battery for,823000,0.00,0,0,0.00,110000
detector metal metal detector,-,0.00,0,0,0.00,-
phone pay as,-,0.00,0,0,0.00,-
watches for mens,673000,0.43,1.05,1.66,0.72,135000
kinect on xbox 360,673000,0.00,0,0,0.00,49500
kinect for xbox 360,673000,0.32,1.05,6.43,2.08,49500
security and camera,673000,0.00,0,0,0.00,49500
camera for security,673000,0.00,0,0,0.00,49500
lcd monitors,550000,0.83,1.05,30.7,25.34,33100
duvet and duvet covers,673000,0.00,0,0,0.00,246000
jon bon jovi dead,40500,0.00,0,0,0.00,2900
kardashian christmas card,27100,0.00,0,0,0.00,720
49ers,1830000,2.51,1.05,4.53,11.35,301000
steelers,1830000,0.00,0,0,0.00,33100
dark knight rises trailer,301000,0.00,0,0,0.00,33100
san francisco 49ers,301000,0.00,0,0,0.00,5400
ben roethlisberger,165000,0.00,0,0,0.00,1900
pittsburgh steelers,450000,0.00,0,0,0.00,6600
snooki,1830000,0.00,0,0,0.00,90500
clippers,2240000,2.51,1.05,8.04,20.16,246000
49ers news,33100,0.00,0,0,0.00,260
lakers,2740000,0.00,0,0,0.00,49500
james harrison,110000,0.00,0,0,0.00,5400
martial law,165000,0.00,0,0,0.00,9900
antonio brown,33100,0.00,0,0,0.00,480
gpa calculator,673000,0.00,0,0,0.00,4400
johnny knox,40500,0.00,0,0,0.00,880
yu darvish,90500,0.00,0,0,0.00,590
kobe bryant,1500000,0.00,0,0,0.00,27100
lil kim,673000,0.00,0,0,0.00,49500
justin bieber,37200000,0.50,1.05,139.47,70.31,1830000
shakira,13600000,0.00,0,0,0.00,201000
eminem,13600000,0.00,0,0,0.00,823000
netflix,30400000,2.56,1.05,7907.22,"20,244.40",550000
youtube videos,30400000,0.51,1.05,589.93,298.07,673000
lady gaga,20400000,2.58,1.05,1523.12,"3,932.88",1220000
kesha,3350000,0.00,0,0,0.00,110000
nicki minaj,11100000,0.58,1.05,122.63,70.65,1000000
grooveshark,9140000,2.51,1.05,0.95,2.38,1000000
transformers 3,7480000,0.00,0,0,0.00,301000
mundial 2010,246000,0.00,0,0,0.00,480
olympics,7480000,0.54,1.05,262.7,143.05,2240000
espn3,1500000,0.50,1.05,5.71,2.87,5400
fifa 11,5000000,0.50,1.05,5.53,2.79,673000
randy moss,201000,0.00,0,0,0.00,2400
miami heat,1220000,0.00,0,0,0.00,22200
mourinho,1220000,0.00,0,0,0.00,90500
wayne rooney,550000,2.50,1.05,17.6,44.04,201000
cricket live score,2740000,0.50,1.05,50.97,25.69,49500
david villa,550000,0.00,0,0,0.00,33100
ipad,55600000,1.65,1.05,2143.21,"3,538.06",4090000
iphone 4,37200000,1.49,1.05,2000.71,"2,982.07",2740000
nokia 5530,1500000,0.50,1.05,0.8,0.40,9900
htc evo 4g,450000,0.50,1.05,4.36,2.19,4400
nokia n900,550000,0.54,1.05,9.36,5.05,22200
blackberry apps,1220000,0.00,0,0,0.00,165000
duracell mygrid,9900,0.50,1.05,1.07,0.54,1600
트위터,368000,0.00,0,0,0.00,2400
otterbox,1220000,0.58,1.05,127.36,73.36,40500
pdanet,450000,0.50,1.05,0.84,0.42,8100
masterchef,2740000,0.50,1.05,6.38,3.21,368000
食べログ,1220000,0.00,0,0,0.00,590
cupcakes,9140000,0.53,1.05,1064.96,568.52,1000000
jimmy johns,1500000,0.00,0,0,0.00,2900
как жрать суши,90500,0.00,0,0,0.00,140
dominos pizza menu,165000,0.53,1.05,67.91,35.73,27100
tudo gostoso receitas,40500,0.00,0,0,0.00,73
guacamole recipe,201000,0.00,0,0,0.00,12100
applebees menu,201000,0.00,0,0,0.00,720
rachel ray,1220000,0.00,0,0,0.00,12100
anhembi parque,8100,0.00,0,0,0.00,36
wm gucken,1000,0.00,0,0,0.00,-
world cup,11100000,2.51,1.05,4.34,10.90,1500000
bundeskanzleramt,33100,0.00,0,0,0.00,260
rio branco,550000,0.00,0,0,0.00,1000
mt everest,450000,0.50,1.05,2.57,1.29,60500
kew gardens,201000,2.51,1.05,52.77,132.65,110000
tour eiffel,1000000,0.00,0,0,0.00,18100
oxford street,673000,0.50,1.05,0.86,0.44,450000
nürburgring,673000,0.00,0,0,0.00,49500
katy perry,13600000,2.51,1.05,65.94,165.29,823000
selena gomez,20400000,0.00,0,0,0.00,673000
kim kardashian,13600000,2.51,1.05,1,2.52,1000000
miley cyrus,9140000,2.50,1.05,0.62,1.56,450000
taylor lautner,2240000,0.00,0,0,0.00,135000
megan fox,5000000,2.50,1.05,1.86,4.65,301000
robert pattinson,4090000,2.51,1.05,3.95,9.89,301000
haiti,4090000,0.50,1.05,4.77,2.40,135000
besiktas,3350000,0.00,0,0,0.00,27100
chile,45500000,0.00,0,0,0.00,823000
earthquake,9140000,2.50,1.05,31.71,79.33,823000
jörg kachelmann,18100,0.00,0,0,0.00,58
menowin fröhlich,49500,0.00,0,0,0.00,28
mobile technology,165000,0.00,0,0,0.00,14800
oil spill,673000,2.50,1.05,9.7,24.28,60500
vancouver 2010,110000,0.00,0,0,0.00,4400
apprendimento automatico,320,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,880,0.00,0,0,0.00,-
beijing apartments,14800,2.50,1.05,1.37,3.42,1000
comercio electrónico,135000,0.00,0,0,0.00,210
st. petersburg restaurants,27100,0.00,0,0,0.00,1000
منتزه يلوستون الوطني,260,0.00,0,0,0.00,-
energia solare,40500,0.00,0,0,0.00,140
dubai tours,60500,1.70,1.05,5.5,9.35,5400
hcg diet,823000,0.50,1.05,2.1,1.06,22200
dr oz,2740000,0.00,0,0,0.00,9900
aspergers,1830000,2.54,1.05,57.95,147.27,201000
mcdonalds nutrition,301000,0.00,0,0,0.00,9900
vitamin d deficiency,301000,2.50,1.05,79.8,199.66,33100
appendicitis symptoms,135000,2.51,1.05,8.3,20.79,18100
cholera,550000,0.00,0,0,0.00,49500
nfp,673000,0.00,0,0,0.00,8100
vacina h1n1,9900,0.00,0,0,0.00,-
whooping cough,301000,2.50,1.05,6.94,17.37,18100
donate to haiti,3600,0.00,0,0,0.00,390
donate to pakistan,1000,0.39,1.05,1.4,0.55,140
text to donate,6600,0.00,0,0,0.00,1600
doctors without borders,201000,0.50,1.05,1.57,0.79,9900
download to donate,9900,0.00,0,0,0.00,210
red cross canada,27100,0.00,0,0,0.00,390
blood donation restrictions,3600,0.00,0,0,0.00,320
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1300,0.00,0,0,0.00,73
csl plasma,49500,0.00,0,0,0.00,210
swine flu,201000,2.50,1.05,3.43,8.57,40500
wamu,246000,0.00,0,0,0.00,2900
new moon,1220000,0.00,0,0,0.00,90500
mininova,673000,0.00,0,0,0.00,49500
susan boyle,673000,0.00,0,0,0.00,90500
slumdog millionaire,450000,0.00,0,0,0.00,27100
circuit city,368000,0.00,0,0,0.00,3600
myspace layouts,165000,0.00,0,0,0.00,6600
michael jackson,13600000,0.50,1.05,5.71,2.87,823000
national city bank,165000,0.00,0,0,0.00,1900
chatroulette,20400000,0.51,1.05,88.77,45.50,1220000
friv,83100000,0.50,1.05,0.71,0.36,4090000
myxer,550000,0.00,0,0,0.00,1900
twitter,185000000,0.54,1.05,150.09,81.06,16600000
gamezer,16600000,0.00,0,0,0.00,40500
facebook,3760000000,5.00,1.05,117.83,589.63,185000000
insurance,55600000,4.56,1.05,3021.15,"13,779.89",13600000
loans,20400000,4.24,1.05,4689.57,"19,905.98",3350000
mortgage,16600000,2.43,1.05,4231.97,"10,284.66",2740000
attorney,13600000,0.00,0,0,0.00,450000
credit,101000000,5.46,1.05,1638.78,"8,948.60",6120000
lawyer,11100000,0.82,1.05,184.36,151.53,1500000
donate,2740000,1.06,1.05,149.36,158.58,201000
degree,16600000,2.51,1.05,63.3,158.67,1500000
hosting,11100000,3.67,1.05,708,"2,599.23",823000
claim,7480000,2.62,1.05,1347.69,"3,535.01",1500000
conference call,368000,2.39,1.05,70.43,168.25,33100
trading,20400000,1.26,1.05,413.81,522.76,1830000
software,151000000,2.64,1.05,225.64,596.55,6120000
recovery,20400000,2.51,1.05,10,25.06,1830000
transfer,45500000,0.00,0,0,0.00,5000000
gas electricity,368000,5.38,1.05,67.81,365.00,135000
classes,68000000,0.00,0,0,0.00,11100000
rehab,5000000,1.43,1.05,140.77,201.46,301000
treatment,37200000,2.51,1.05,19.99,50.15,4090000
cord blood,135000,1.28,1.05,4.88,6.25,5400
domains yahoo,27100,0.00,0,0,0.00,1000
domain name yahoo,5400,0.93,1.05,4.41,4.08,390
dc hair laser removal washington,720,0.00,0,0,0.00,28
law lemon wisconsin,1600,0.00,0,0,0.00,22
hair removal washington dc,1000,0.00,0,0,0.00,58
domain registration yahoo,3600,0.00,0,0,0.00,170
benchmark lending,4400,0.00,0,0,0.00,140
domain yahoo,60500,0.00,0,0,0.00,1900
yahoo web hosting,33100,0.00,0,0,0.00,1000
hair laser removal virginia,3600,0.00,0,0,0.00,46
peritoneal mesothelioma,5400,2.51,1.05,1.5,3.77,390
ca lemon law,6600,0.00,0,0,0.00,73
best buy gift card,49500,0.00,0,0,0.00,260
adverse credit remortgage,880,1.14,1.05,1.47,1.67,170
mesothelioma information,2400,2.50,1.05,1.72,4.31,140
law lemon ohio,2900,0.00,0,0,0.00,22
att call conference,5400,0.00,0,0,0.00,260
insurance medical temporary,1600,0.00,0,0,0.00,140
illinois law lemon,1900,0.00,0,0,0.00,28
mesothelioma symptoms,8100,1.81,1.05,23.81,43.07,720
angeles drug los rehab,1900,0.00,0,0,0.00,28
personal injury solicitor,90500,14.72,1.05,13.72,202.02,18100
att go,301000,0.00,0,0,0.00,1900
accident car florida lawyer,2900,0.00,0,0,0.00,46
google affiliate,49500,0.00,0,0,0.00,2400
at t wireless,673000,0.00,0,0,0.00,74000
home equity loan,135000,1.47,1.05,33.97,49.82,3600
mcsa boot camp,260,0.00,0,0,0.00,28
anti spam appliance,1600,0.00,0,0,0.00,91
adverse remortgage,1300,0.00,0,0,0.00,320
chicago hair laser removal,2900,0.00,0,0,0.00,36
att conference,18100,0.00,0,0,0.00,590
at and t,277000000,0.00,0,0,0.00,20400000
laser hair removal maryland,1600,0.00,0,0,0.00,36
mesothelioma,246000,2.85,1.05,55.62,158.31,27100
buy gift card,201000,0.00,0,0,0.00,8100
mesotheloma,590,0.00,0,0,0.00,46
student loan consolidation program,1000,0.00,0,0,0.00,22
california law lemon,9900,0.00,0,0,0.00,91
event management security,6600,0.00,0,0,0.00,480
canada personals yahoo,480,0.00,0,0,0.00,22
orlando criminal attorney,3600,0.00,0,0,0.00,28
uk homeowner loans,480,0.00,0,0,0.00,260
vioxx lawsuit,1900,0.00,0,0,0.00,140
compare life assurance,18100,21.84,1.05,5.63,122.91,5400
criminal defense federal lawyer,2400,0.00,0,0,0.00,58
american singles,40500,0.00,0,0,0.00,5400
federal criminal defense attorney,2400,0.00,0,0,0.00,58
laser hair removal manhattan,880,0.00,0,0,0.00,28
att prepaid wireless,6600,0.00,0,0,0.00,28
fortis health insurance temporary,91,0.00,0,0,0.00,-
miami personal injury lawyer,6600,0.00,0,0,0.00,140
hair removal chicago,3600,0.00,0,0,0.00,73
at and t cell phones,90500,0.00,0,0,0.00,6600
refinance with bad credit,27100,0.00,0,0,0.00,880
malignant mesothelioma,6600,0.00,0,0,0.00,720
lease management software,1600,0.73,1.05,1.68,1.24,110
primary pulmonary hypertension,5400,0.00,0,0,0.00,480
miami personal injury attorney,5400,0.00,0,0,0.00,110
anti spam lotus notes,390,0.00,0,0,0.00,22
life insurance quotes,165000,32.82,1.05,56.53,"1,855.73",22200
egg credit,12100,0.00,0,0,0.00,9900
anti spam exchange server,880,0.00,0,0,0.00,73
lemon law,135000,0.00,0,0,0.00,2900
google adsense,1220000,19.26,1.05,1.57,30.32,74000
best consolidation loan student,1600,0.00,0,0,0.00,28
refinance with poor credit,3600,0.00,0,0,0.00,140
employee leasing,14800,0.00,0,0,0.00,480
student loan consolidation center,210,0.00,0,0,0.00,0
buyer mortgage note,1300,0.00,0,0,0.00,73
federal student loan consolidation,9900,0.00,0,0,0.00,58
symptoms of mesothelioma,8100,0.50,1.05,1.2,0.60,720
city hair laser new removal york,1000,0.00,0,0,0.00,46
att wireless com,3600,0.00,0,0,0.00,22
san diego dui lawyer,4400,0.00,0,0,0.00,91
indiana law lemon,1300,0.00,0,0,0.00,22
law lemon michigan,2400,0.00,0,0,0.00,16
angeles criminal defense los,8100,0.00,0,0,0.00,110
refinancing with poor credit,3600,0.00,0,0,0.00,140
action class lawsuit vioxx,480,0.00,0,0,0.00,36
term life assurance,165000,5.91,1.05,3.19,18.86,8100
e loan,33100,0.50,1.05,3.73,1.88,2900
celebrex lawyer,1600,0.00,0,0,0.00,46
vasectomy reversal,49500,2.52,1.05,33.1,83.33,8100
mortgage rates refinancing,22200,0.00,0,0,0.00,320
attorney law lemon,5400,0.00,0,0,0.00,58
consolidate student loans,49500,0.00,0,0,0.00,590
home equity loans,135000,1.64,1.05,17.68,28.99,5400
mesothilioma,720,0.00,0,0,0.00,91
new york personal injury lawyer,14800,0.00,0,0,0.00,320
home equity loan rates,22200,2.48,1.05,16.09,39.90,320
auto insurance quotes,201000,18.21,1.05,1046.78,"19,060.14",4400
georgia law lemon,2400,0.00,0,0,0.00,16
homeowner loans,14800,4.25,1.05,10.14,43.10,9900
equity loan rates,22200,0.34,1.05,0.86,0.29,390
administration lease software,480,0.00,0,0,0.00,58
egg credit card,9900,0.59,1.05,21.17,12.45,9900
student consolidation loans,110000,0.00,0,0,0.00,1600
microsoft anti spam,1900,7.29,1.05,1.5,10.97,170
mesothelioma prognosis,2900,2.96,1.05,3.58,10.61,390
second mortgages,49500,0.00,0,0,0.00,5400
auto century insurance,9900,0.00,0,0,0.00,58
employee florida leasing,880,0.00,0,0,0.00,22
federal consolidation loan,22200,0.00,0,0,0.00,140
equity loan,201000,0.62,1.05,57.22,35.64,8100
personal injury attorney colorado,4400,0.00,0,0,0.00,73
accident lawyer michigan,2900,0.00,0,0,0.00,73
refinancing with bad credit,18100,0.00,0,0,0.00,720
home equity line of credit rates,9900,0.00,0,0,0.00,210
federal consolidation,27100,0.00,0,0,0.00,210
non profit debt consolidation,6600,0.00,0,0,0.00,170
pay per click affiliate,6600,0.29,1.05,1.81,0.52,590
city hair new removal york,1300,0.00,0,0,0.00,73
acid reflux disease diet,1000,0.00,0,0,0.00,91
refinance poor credit,3600,0.00,0,0,0.00,140
equity loans,165000,0.27,1.05,4.03,1.09,8100
student loan consolidate,49500,0.00,0,0,0.00,590
consolidate loans,74000,13.08,1.05,5.04,65.96,2400
secured loans,90500,4.39,1.05,43.59,191.39,33100
criminal lawyer new york,8100,0.00,0,0,0.00,73
affiliate per click,8100,0.00,0,0,0.00,720
chicago personal injury lawyer,9900,0.00,0,0,0.00,140
los angeles dui lawyer,8100,0.00,0,0,0.00,73
att prepaid,135000,0.00,0,0,0.00,720
angeles criminal defense lawyer los,6600,0.00,0,0,0.00,91
critical illness insurance life,4400,0.00,0,0,0.00,2900
irs lawyer tax,2400,0.00,0,0,0.00,58
laser hair removal new york,12100,0.00,0,0,0.00,260
comcast high speed,14800,0.00,0,0,0.00,140
personal yahoo,22200,0.00,0,0,0.00,1000
san diego dui attorney,4400,0.00,0,0,0.00,73
michigan personal injury,5400,0.00,0,0,0.00,170
automobile law lemon,5400,0.00,0,0,0.00,91
cheap insurance life term,6600,8.95,1.05,5.56,49.75,590
home loans refinancing,12100,0.00,0,0,0.00,390
consolidate college loans,880,0.00,0,0,0.00,12
cheap life insurance,27100,16.71,1.05,55.2,922.39,5400
vioxx law suit,170,0.00,0,0,0.00,16
student loan refinance,12100,0.00,0,0,0.00,110
car hire alicante spain,4400,41.91,1.05,13.48,564.89,3600
tax attorney,110000,0.00,0,0,0.00,1900
refinancing my home,1600,0.00,0,0,0.00,91
criminal dallas lawyer,6600,0.00,0,0,0.00,140
line of credit home equity,110000,0.00,0,0,0.00,1600
litigation vioxx,1300,0.00,0,0,0.00,91
at and t phones,673000,0.00,0,0,0.00,40500
criminal defense attorney los angeles,6600,0.00,0,0,0.00,91
commodity online trading,6600,33.18,1.05,1.42,47.06,260
home equity rates,40500,0.00,0,0,0.00,590
adsense,4090000,13.11,1.05,4.72,61.89,246000
law lemon mass,1600,0.00,0,0,0.00,46
equity home,368000,1.32,1.05,11.2,14.75,18100
arizona law lemon,1600,0.00,0,0,0.00,22
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,246000,0.00,0,0,0.00,6600
alicante car rental spain,4400,0.00,0,0,0.00,3600
attorney defense federal,3600,0.00,0,0,0.00,91
san diego criminal attorney,6600,0.00,0,0,0.00,170
injury lawyer new york,22200,0.00,0,0,0.00,390
attorney injury new personal york,14800,0.00,0,0,0.00,260
at and t mobile,16600000,0.00,0,0,0.00,2240000
pleural mesothelioma,8100,2.51,1.05,0.92,2.31,720
augmentation breast diego san,3600,0.00,0,0,0.00,22
home equity poor credit,2400,0.00,0,0,0.00,46
health insurance temporary,9900,0.00,0,0,0.00,720
compensation mesothelioma,2900,0.00,0,0,0.00,1600
21st century insurance,110000,0.00,0,0,0.00,390
cheap insurance medical,12100,0.00,0,0,0.00,2400
angeles criminal lawyer los,18100,0.00,0,0,0.00,210
low cost term life insurance,1300,0.00,0,0,0.00,110
home refinance loans,18100,6.69,1.05,16.3,108.99,590
eloan,22200,0.00,0,0,0.00,2400
life insurance quote,165000,4.79,1.05,61.09,292.51,22200
