Keyword,Global Monthly Searches,Estimated Avg. CPC (GBP),Estimated Ad Position,Estimated Daily Clicks,Estimated Daily Cost (GBP),Local Monthly Searches
make money with stock photography,720,0.00,0,0,0.00,110
uk stock photography,1300,0.00,0,0,0.00,1000
options for investment,49500,0.00,0,0,0.00,2400
android developer apps,5400,0.00,0,0,0.00,480
make money stock photography,720,0.00,0,0,0.00,110
photographers stock,3600,0.00,0,0,0.00,480
cards games for kids,8100,0.36,1,0.74,0.26,2400
contracts in a nutshell,320,0.00,0,0,0.00,46
google android application development,1600,0.00,0,0,0.00,110
deal or no deal interactive,880,0.00,0,0,0.00,210
stock photographers,3600,1.77,1,0.94,1.66,480
computing for idiots,170,0.00,0,0,0.00,73
make money stock photos,1000,0.00,0,0,0.00,140
google android apps development,480,0.00,0,0,0.00,46
mobile sim card uk,1000,0.00,0,0,0.00,590
sim card for uk,18100,0.00,0,0,0.00,8100
play no deal or deal,27100,0.00,0,0,0.00,9900
realtime tracking device,1900,0.00,0,0,0.00,91
small company websites,2400,0.00,0,0,0.00,210
team building activities uk,320,0.65,1,1.31,0.85,210
pay as you go sim uk,2900,6.55,1,7.54,49.37,1900
the glaze book,1600,0.00,0,0,0.00,260
training in sql,74000,0.00,0,0,0.00,8100
android application development tools,2400,0.00,0,0,0.00,260
uk mobile sim card,1000,0.00,0,0,0.00,590
buy uk sim card,880,0.00,0,0,0.00,320
c5650 toner,1900,0.00,0,0,0.00,390
database driven web page,2400,0.00,0,0,0.00,480
cost of sim card,12100,0.00,0,0,0.00,1000
database driven web,5400,0.00,0,0,0.00,880
microsoft access 2010 training,1000,0.00,0,0,0.00,110
3g broadband router,6600,0.00,0,0,0.00,590
sim card in uk,18100,0.00,0,0,0.00,8100
cheap ink cartridges brother,590,0.00,0,0,0.00,210
google android app development,590,0.00,0,0,0.00,73
stock photography books,590,0.00,0,0,0.00,46
google android app developer,390,0.00,0,0,0.00,36
pre pay sim,5400,1.19,1,1.1,1.30,720
pre pay sim card,2400,7.55,1,1.07,8.12,260
international mobile broadband pay as you go,46,0.00,0,0,0.00,36
learning sql server 2008,1900,0.00,0,0,0.00,91
cheap ink for brother printer,390,0.00,0,0,0.00,110
buy pay as you go sim card,390,0.00,0,0,0.00,260
pay as you go sim card,22200,9.45,1,6.9,65.26,18100
pay as go sim,90500,8.78,1,6.23,54.72,74000
solar power and home,110000,0.00,0,0,0.00,14800
developing mobile application,8100,1.94,1,1.04,2.02,480
sim card pay,33100,0.00,0,0,0.00,22200
solar for your home,27100,0.00,0,0,0.00,6600
notebook laptops,11100000,4.96,1,9.43,46.80,823000
notebooks and laptops,9140000,0.00,0,0,0.00,823000
notebooks & laptops,9140000,0.00,0,0,0.00,823000
notebooks and laptop,7480000,0.00,0,0,0.00,1000000
mobile phones mobile phone,7480000,0.00,0,0,0.00,1830000
laptop or notebook,7480000,0.00,0,0,0.00,823000
laptop and notebook,7480000,0.00,0,0,0.00,823000
is a notebook a laptop,7480000,0.00,0,0,0.00,823000
tv or lcd,6120000,0.00,0,0,0.00,550000
dress prom dress,4090000,0.00,0,0,0.00,673000
digital cameras digital cameras,4090000,0.00,0,0,0.00,550000
dress prom dresses,3350000,0.00,0,0,0.00,673000
digital camera digital cameras,3350000,0.46,1,20.01,9.18,550000
and the wardrobe,3350000,0.00,0,0,0.00,1000000
dual sim dual,3350000,0.00,0,0,0.00,74000
canon powershot,2240000,0.48,1,106.38,50.64,135000
canon canon powershot,2240000,1.19,1,1.22,1.45,135000
of the vanities,2240000,0.00,0,0,0.00,165000
lumix by panasonic,2240000,0.00,0,0,0.00,246000
camera with camcorder,1830000,0.00,0,0,0.00,246000
best phones,1830000,0.73,1,13.43,9.82,301000
kinect for xbox,1500000,1.50,1,10.56,15.88,165000
canon canon camera,1830000,0.00,0,0,0.00,165000
g shock g,1830000,0.00,0,0,0.00,135000
canon pixma,1830000,0.88,1,166.01,145.45,135000
panasonic dmc,1830000,0.64,1,40.28,25.71,135000
tv 32 in,1830000,0.00,0,0,0.00,201000
coolpix nikon,1830000,0.00,0,0,0.00,110000
nikon coolpix,1830000,0.60,1,98.86,59.56,110000
lumix dmc,1500000,0.00,0,0,0.00,110000
ixus i,1500000,0.00,0,0,0.00,135000
ink for cartridges,1500000,4.01,1,0.8,3.20,450000
ink cartridges for,1500000,0.00,0,0,0.00,450000
ink cartridges,1500000,4.48,1.01,647.95,"2,900.11",450000
hidden object,1500000,0.60,1,80.6,48.58,135000
cartridge and ink,1500000,0.00,0,0,0.00,368000
ink for cartridge,1500000,0.00,0,0,0.00,368000
ink & cartridge,1500000,0.24,1,0.92,0.22,368000
dr martens,1220000,0.42,1,598.9,249.73,246000
camcorders with camera,1220000,0.00,0,0,0.00,201000
camera and camcorders,1220000,0.00,0,0,0.00,201000
ink for print,1220000,0.00,0,0,0.00,301000
and mens clothing,1220000,0.00,0,0,0.00,368000
samsung phones,1220000,3.60,1,92.53,332.67,135000
fujifilm finepix,1220000,0.22,1,5.28,1.18,165000
finepix fujifilm,1220000,0.00,0,0,0.00,165000
canon with lens,1220000,0.00,0,0,0.00,165000
canon lens lens,1220000,0.00,0,0,0.00,165000
hdmi cable hdmi,1220000,0.00,0,0,0.00,165000
a movie camera,1220000,0.00,0,0,0.00,110000
the movie camera,1220000,0.00,0,0,0.00,110000
toner and cartridges,1220000,0.00,0,0,0.00,368000
razors shavers,1220000,0.00,0,0,0.00,165000
the canon 5d,1220000,0.00,0,0,0.00,90500
shavers razors,1220000,0.00,0,0,0.00,165000
canon 5d,1220000,0.78,1,113.95,88.35,90500
dmc panasonic lumix,1220000,0.42,1,0.6,0.25,90500
the nikon d90,1000000,0.00,0,0,0.00,60500
clothing for cheap,1220000,2.75,1,37.03,101.91,301000
i station docking station,1000000,0.00,0,0,0.00,201000
pc notebook,1000000,2.67,1,59.85,159.98,74000
a wrinkle in,1000000,0.00,0,0,0.00,110000
ink cartridges toner cartridges,1000000,0.00,0,0,0.00,301000
canon is cameras,1220000,0.00,0,0,0.00,110000
canon cameras,1220000,0.40,1,78.63,31.66,110000
photos stock,1000000,4.23,1,0.92,3.88,90500
nikon camera,1000000,0.31,1,32.8,10.01,90500
phones and prices,1000000,0.00,0,0,0.00,33100
dvd to dvd recorder,1000000,0.52,1,0.34,0.18,165000
toner print cartridge,1000000,0.00,0,0,0.00,246000
hdmi to hdmi cables,1000000,0.41,1,12.79,5.29,135000
blu ray players,823000,0.52,1,201.14,105.12,135000
bluray players,823000,0.57,1,4.73,2.71,135000
lcd and hd,823000,0.00,0,0,0.00,110000
watch mens watch,823000,0.00,0,0,0.00,165000
hard disk drives external,823000,0.00,0,0,0.00,135000
cannon and camera,823000,0.00,0,0,0.00,74000
used it books,823000,0.00,0,0,0.00,74000
tv samsung led,823000,0.57,1,6.06,3.48,90500
led tv by samsung,823000,0.00,0,0,0.00,90500
printer ink for,823000,9.04,1,1.44,13.05,165000
printer with ink,823000,0.56,1,1.09,0.61,165000
printer and ink,823000,0.00,0,0,0.00,165000
dresses for kids,823000,1.22,1,54.52,66.66,201000
notebook samsung,823000,0.00,0,0,0.00,74000
powershot sx,823000,0.00,0,0,0.00,49500
wedding shoes shoes,823000,0.55,1,0.86,0.47,246000
the best laptops,823000,0.21,1,0.54,0.11,110000
shoes wedding,823000,0.87,1,102.9,89.66,246000
dresses maxi,823000,1.04,1,24.02,24.89,368000
laptop battery for,823000,0.00,0,0,0.00,110000
detector metal metal detector,823000,0.00,0,0,0.00,110000
phone pay as,823000,0.00,0,0,0.00,246000
watches for mens,823000,0.61,1,4.82,2.94,165000
kinect on xbox 360,673000,0.00,0,0,0.00,60500
kinect for xbox 360,673000,1.86,1,8.12,15.14,60500
security and camera,823000,0.00,0,0,0.00,60500
camera for security,823000,0.00,0,0,0.00,60500
lcd monitors,673000,0.51,1,5.69,2.90,49500
duvet and duvet covers,823000,0.00,0,0,0.00,246000
jon bon jovi dead,880,0.00,0,0,0.00,73
kardashian christmas card,22200,0.00,0,0,0.00,480
49ers,1500000,0.52,1,3.65,1.91,301000
steelers,2740000,0.00,0,0,0.00,49500
dark knight rises trailer,165000,0.00,0,0,0.00,18100
san francisco 49ers,201000,0.00,0,0,0.00,4400
ben roethlisberger,246000,0.00,0,0,0.00,4400
pittsburgh steelers,673000,0.00,0,0,0.00,9900
snooki,1500000,0.00,0,0,0.00,74000
clippers,2240000,0.72,1,38.87,27.86,301000
49ers news,27100,0.29,1,0.62,0.18,210
lakers,2240000,0.00,0,0,0.00,49500
james harrison,110000,0.00,0,0,0.00,5400
martial law,135000,0.00,0,0,0.00,12100
antonio brown,33100,0.00,0,0,0.00,880
gpa calculator,550000,0.00,0,0,0.00,4400
johnny knox,27100,0.00,0,0,0.00,720
yu darvish,18100,0.00,0,0,0.00,210
kobe bryant,1220000,0.00,0,0,0.00,22200
lil kim,823000,0.00,0,0,0.00,60500
justin bieber,45500000,0.83,1,12.5,10.42,2240000
shakira,16600000,0.50,1,0.58,0.29,246000
eminem,16600000,0.23,1,9.56,2.24,1000000
netflix,24900000,17.30,1,5591.11,"96,704.23",110000
youtube videos,30400000,0.40,1,129.81,51.90,673000
lady gaga,24900000,2.50,1,8.72,21.83,1500000
kesha,5000000,0.00,0,0,0.00,201000
nicki minaj,11100000,0.51,1,13.84,7.01,1000000
grooveshark,7480000,0.51,1,0.74,0.38,1000000
transformers 3,7480000,0.00,0,0,0.00,301000
mundial 2010,-,0.00,0,0,0.00,-
olympics,6120000,0.51,1,153.93,77.97,1830000
espn3,1500000,0.00,0,0,0.00,5400
fifa 11,7480000,0.50,1,4.91,2.48,1220000
randy moss,201000,0.00,0,0,0.00,2900
miami heat,1220000,0.00,0,0,0.00,22200
mourinho,1220000,0.00,0,0,0.00,74000
wayne rooney,673000,0.51,1,19.5,9.90,246000
cricket live score,3350000,0.50,1,0.71,0.35,74000
david villa,550000,0.00,0,0,0.00,33100
ipad,68000000,0.95,1,2584.97,"2,467.93",5000000
iphone 4,37200000,1.71,1,2215.21,"3,797.96",2740000
nokia 5530,2240000,0.00,0,0,0.00,14800
htc evo 4g,450000,0.00,0,0,0.00,6600
nokia n900,673000,0.35,1,16.99,5.88,33100
blackberry apps,1500000,0.00,0,0,0.00,246000
duracell mygrid,60500,0.30,1,0.52,0.16,2400
트위터,-,0.00,0,0,0.00,-
otterbox,1220000,0.53,1,43.39,23.06,40500
pdanet,450000,0.51,1,0.61,0.31,8100
masterchef,2740000,0.30,1,0.59,0.18,246000
食べログ,-,0.00,0,0,0.00,-
cupcakes,9140000,0.34,1,262.6,88.09,1220000
jimmy johns,1500000,0.00,0,0,0.00,2900
как жрать суши,-,0.00,0,0,0.00,-
dominos pizza menu,165000,0.24,1,87.77,21.39,40500
tudo gostoso receitas,-,0.00,0,0,0.00,-
guacamole recipe,165000,0.00,0,0,0.00,12100
applebees menu,201000,0.00,0,0,0.00,720
rachel ray,1220000,0.00,0,0,0.00,14800
anhembi parque,-,0.00,0,0,0.00,-
wm gucken,-,0.00,0,0,0.00,-
world cup,16600000,0.51,1,6.14,3.11,2240000
bundeskanzleramt,-,0.00,0,0,0.00,-
rio branco,-,0.00,0,0,0.00,-
mt everest,550000,0.51,1,2.39,1.21,60500
kew gardens,201000,0.52,1,11.07,5.77,110000
tour eiffel,823000,0.00,0,0,0.00,18100
oxford street,673000,0.00,0,0,0.00,450000
nürburgring,-,0.00,0,0,0.00,-
katy perry,13600000,2.50,1,7.16,17.94,1000000
selena gomez,20400000,0.51,1,0.63,0.32,823000
kim kardashian,13600000,0.00,0,0,0.00,1000000
miley cyrus,11100000,0.00,0,0,0.00,550000
taylor lautner,2240000,0.00,0,0,0.00,135000
megan fox,6120000,0.51,1,3.49,1.77,368000
robert pattinson,5000000,0.51,1,2.57,1.30,301000
haiti,5000000,0.53,1,20.26,10.76,201000
besiktas,3350000,0.00,0,0,0.00,33100
chile,45500000,0.00,0,0,0.00,1000000
earthquake,13600000,0.93,1,29.12,27.07,1220000
jörg kachelmann,-,0.00,0,0,0.00,-
menowin fröhlich,-,0.00,0,0,0.00,-
mobile technology,201000,0.41,1,1.81,0.75,14800
oil spill,823000,0.61,1,6.74,4.14,74000
vancouver 2010,165000,0.00,0,0,0.00,6600
apprendimento automatico,-,0.00,0,0,0.00,-
ресторан нью-йорк,-,0.00,0,0,0.00,-
машинное обучение,-,0.00,0,0,0.00,-
beijing apartments,18100,0.46,1,1.04,0.48,1300
comercio electrónico,-,0.00,0,0,0.00,-
st. petersburg restaurants,27100,0.00,0,0,0.00,1000
منتزه يلوستون الوطني,-,0.00,0,0,0.00,-
energia solare,-,0.00,0,0,0.00,-
dubai tours,60500,1.70,1,3.07,5.22,6600
hcg diet,1000000,0.33,1,25.1,8.29,14800
dr oz,2240000,0.00,0,0,0.00,8100
aspergers,1830000,0.81,1,154.65,124.63,201000
mcdonalds nutrition,368000,0.00,0,0,0.00,12100
vitamin d deficiency,301000,0.55,1,59.09,32.73,27100
appendicitis symptoms,165000,0.51,1,11.12,5.63,18100
cholera,823000,0.00,0,0,0.00,60500
nfp,673000,0.00,0,0,0.00,8100
vacina h1n1,9900,0.00,0,0,0.00,0
whooping cough,301000,0.51,1,2.01,1.01,14800
donate to haiti,6600,0.33,1,0.94,0.31,590
donate to pakistan,1600,3.64,1,0.81,2.94,260
text to donate,9900,0.69,1,1.72,1.19,2400
doctors without borders,201000,2.00,1,1.25,2.50,9900
download to donate,14800,0.00,0,0,0.00,320
red cross canada,33100,0.00,0,0,0.00,480
blood donation restrictions,4400,0.00,0,0,0.00,390
donate blood australia,880,0.00,0,0,0.00,22
donate now button,1000,0.00,0,0,0.00,73
csl plasma,49500,0.00,0,0,0.00,140
swine flu,450000,0.66,1,12.66,8.33,246000
wamu,301000,0.00,0,0,0.00,3600
new moon,1220000,0.00,0,0,0.00,90500
mininova,823000,0.00,0,0,0.00,60500
susan boyle,673000,0.00,0,0,0.00,110000
slumdog millionaire,450000,0.00,0,0,0.00,27100
circuit city,450000,0.00,0,0,0.00,4400
myspace layouts,246000,0.00,0,0,0.00,9900
michael jackson,16600000,0.51,1,2.49,1.26,823000
national city bank,165000,0.00,0,0,0.00,3600
chatroulette,20400000,0.33,1,64.3,20.95,1220000
friv,55600000,0.20,1,0.63,0.13,3350000
myxer,673000,0.00,0,0,0.00,2400
twitter,151000000,2.50,1,18.52,46.36,13600000
gamezer,16600000,0.00,0,0,0.00,49500
facebook,3760000000,5.01,1,85.84,429.64,226000000
insurance,68000000,5.48,1,3498.33,"19,168.09",13600000
loans,20400000,8.45,1,3704.41,"31,306.04",3350000
mortgage,16600000,3.05,1,3758.19,"11,466.40",2740000
attorney,16600000,2.43,1,2.47,6.01,550000
credit,101000000,18.05,1,1778.83,"32,114.21",6120000
lawyer,13600000,1.10,1,124.89,137.16,1830000
donate,2740000,1.36,1,94.48,128.49,201000
degree,16600000,2.50,1,31.86,79.78,1500000
hosting,11100000,6.47,1,578.69,"3,741.88",823000
claim,7480000,2.67,1,1385.94,"3,698.20",1500000
conference call,450000,4.32,1,90.59,391.46,40500
trading,20400000,1.31,1,60.72,79.62,1830000
software,151000000,3.09,1,153.16,474.00,7480000
recovery,20400000,2.61,1,42.05,109.72,1830000
transfer,45500000,0.51,1,4,2.05,5000000
gas electricity,450000,8.93,1,254.41,"2,271.43",165000
classes,68000000,0.00,0,0,0.00,11100000
rehab,6120000,1.39,1,119.39,165.73,301000
treatment,37200000,0.87,1,19.2,16.71,4090000
cord blood,135000,1.63,1,17.76,29.04,5400
domains yahoo,33100,0.00,0,0,0.00,1000
domain name yahoo,6600,14.09,1,13.83,194.88,480
dc hair laser removal washington,1000,0.00,0,0,0.00,36
law lemon wisconsin,1600,0.00,0,0,0.00,36
hair removal washington dc,1600,0.00,0,0,0.00,73
domain registration yahoo,4400,0.00,0,0,0.00,210
benchmark lending,4400,0.00,0,0,0.00,170
domain yahoo,60500,0.00,0,0,0.00,2400
yahoo web hosting,33100,0.00,0,0,0.00,1300
hair laser removal virginia,4400,0.00,0,0,0.00,58
peritoneal mesothelioma,6600,0.86,1,3.05,2.64,480
ca lemon law,8100,0.00,0,0,0.00,91
best buy gift card,40500,0.00,0,0,0.00,260
adverse credit remortgage,1300,1.52,1,1.11,1.69,260
mesothelioma information,2900,0.00,0,0,0.00,260
law lemon ohio,2900,0.00,0,0,0.00,36
att call conference,6600,0.00,0,0,0.00,210
insurance medical temporary,1900,0.00,0,0,0.00,140
illinois law lemon,2400,0.00,0,0,0.00,36
mesothelioma symptoms,9900,9.05,1,34.88,315.76,880
angeles drug los rehab,2400,0.00,0,0,0.00,36
personal injury solicitor,110000,15.37,1,13.02,200.20,22200
att go,301000,0.00,0,0,0.00,2400
accident car florida lawyer,3600,0.00,0,0,0.00,73
google affiliate,49500,0.00,0,0,0.00,2900
at t wireless,823000,0.00,0,0,0.00,74000
home equity loan,201000,3.46,1,18.52,64.09,5400
mcsa boot camp,480,0.00,0,0,0.00,36
anti spam appliance,1900,0.00,0,0,0.00,110
adverse remortgage,1900,0.00,0,0,0.00,480
chicago hair laser removal,3600,0.00,0,0,0.00,46
att conference,22200,0.00,0,0,0.00,590
at and t,277000000,0.00,0,0,0.00,20400000
laser hair removal maryland,1900,0.00,0,0,0.00,46
mesothelioma,246000,2.02,1,187.4,378.87,27100
buy gift card,201000,0.00,0,0,0.00,8100
mesotheloma,590,0.00,0,0,0.00,58
student loan consolidation program,1000,0.00,0,0,0.00,36
california law lemon,12100,0.00,0,0,0.00,110
event management security,8100,0.00,0,0,0.00,590
canada personals yahoo,590,0.00,0,0,0.00,28
orlando criminal attorney,3600,0.00,0,0,0.00,36
uk homeowner loans,880,3.05,1,0.99,3.03,320
vioxx lawsuit,2400,0.00,0,0,0.00,170
compare life assurance,22200,27.40,1,2.24,61.36,6600
criminal defense federal lawyer,2400,0.00,0,0,0.00,110
american singles,49500,0.00,0,0,0.00,6600
federal criminal defense attorney,2900,0.00,0,0,0.00,110
laser hair removal manhattan,1300,0.00,0,0,0.00,46
att prepaid wireless,6600,0.00,0,0,0.00,36
fortis health insurance temporary,210,0.00,0,0,0.00,0
miami personal injury lawyer,6600,0.00,0,0,0.00,210
hair removal chicago,4400,0.00,0,0,0.00,91
at and t cell phones,110000,0.00,0,0,0.00,9900
refinance with bad credit,33100,7.13,1,1.11,7.95,1300
malignant mesothelioma,8100,8.48,1,1.22,10.33,720
lease management software,1900,0.69,1,1.17,0.81,170
primary pulmonary hypertension,6600,0.00,0,0,0.00,590
miami personal injury attorney,6600,0.00,0,0,0.00,170
anti spam lotus notes,480,0.00,0,0,0.00,28
life insurance quotes,201000,34.49,1,39.47,"1,361.23",27100
egg credit,14800,3.89,1,13.88,54.04,14800
anti spam exchange server,1000,0.00,0,0,0.00,73
lemon law,165000,0.00,0,0,0.00,3600
google adsense,1220000,19.75,1,0.68,13.40,74000
best consolidation loan student,1900,0.00,0,0,0.00,46
refinance with poor credit,5400,0.00,0,0,0.00,210
employee leasing,14800,0.00,0,0,0.00,590
student loan consolidation center,390,0.00,0,0,0.00,16
buyer mortgage note,1900,0.00,0,0,0.00,140
federal student loan consolidation,9900,0.00,0,0,0.00,110
symptoms of mesothelioma,9900,0.00,0,0,0.00,880
city hair laser new removal york,1600,0.00,0,0,0.00,58
att wireless com,4400,0.00,0,0,0.00,28
san diego dui lawyer,6600,0.00,0,0,0.00,320
indiana law lemon,1600,0.00,0,0,0.00,36
law lemon michigan,2400,0.00,0,0,0.00,28
angeles criminal defense los,9900,0.00,0,0,0.00,170
refinancing with poor credit,4400,0.00,0,0,0.00,210
action class lawsuit vioxx,590,0.00,0,0,0.00,46
term life assurance,201000,11.49,1,2.63,30.21,9900
e loan,90500,0.34,1,2.23,0.76,9900
celebrex lawyer,1300,0.00,0,0,0.00,46
vasectomy reversal,49500,7.62,1,41.7,317.61,9900
mortgage rates refinancing,22200,0.00,0,0,0.00,480
attorney law lemon,6600,0.00,0,0,0.00,73
consolidate student loans,60500,0.00,0,0,0.00,720
home equity loans,165000,2.37,1,12.58,29.81,8100
mesothilioma,720,0.00,0,0,0.00,91
new york personal injury lawyer,22200,0.00,0,0,0.00,390
home equity loan rates,27100,15.81,1,9.06,143.18,590
auto insurance quotes,201000,25.48,1,639.16,"16,283.50",6600
georgia law lemon,2900,0.00,0,0,0.00,28
homeowner loans,22200,10.88,1,15.82,172.10,9900
equity loan rates,27100,3.43,1,3.05,10.46,720
administration lease software,720,0.00,0,0,0.00,58
egg credit card,14800,0.55,1,2.43,1.34,12100
student consolidation loans,135000,0.00,0,0,0.00,2400
microsoft anti spam,2400,3.91,1,1.45,5.67,210
mesothelioma prognosis,3600,0.00,0,0,0.00,390
second mortgages,60500,1.25,1,3.19,4.00,6600
auto century insurance,9900,0.00,0,0,0.00,110
employee florida leasing,1000,0.00,0,0,0.00,22
federal consolidation loan,22200,0.00,0,0,0.00,260
equity loan,246000,1.22,1,11.73,14.32,9900
personal injury attorney colorado,6600,0.00,0,0,0.00,140
accident lawyer michigan,3600,0.00,0,0,0.00,140
refinancing with bad credit,27100,0.00,0,0,0.00,1000
home equity line of credit rates,12100,0.00,0,0,0.00,260
federal consolidation,27100,0.00,0,0,0.00,320
non profit debt consolidation,9900,0.00,0,0,0.00,390
pay per click affiliate,9900,0.00,0,0,0.00,880
city hair new removal york,2400,0.00,0,0,0.00,91
acid reflux disease diet,1300,0.00,0,0,0.00,91
refinance poor credit,5400,0.00,0,0,0.00,210
equity loans,201000,1.91,1,13.86,26.42,12100
student loan consolidate,60500,0.00,0,0,0.00,720
consolidate loans,74000,14.93,1,5.07,75.64,2900
secured loans,110000,9.90,1,109.99,"1,089.33",40500
criminal lawyer new york,9900,0.00,0,0,0.00,91
affiliate per click,9900,0.00,0,0,0.00,1000
chicago personal injury lawyer,12100,0.00,0,0,0.00,210
los angeles dui lawyer,9900,0.00,0,0,0.00,140
att prepaid,135000,0.00,0,0,0.00,720
angeles criminal defense lawyer los,8100,0.00,0,0,0.00,110
critical illness insurance life,6600,27.37,1,1.29,35.31,3600
irs lawyer tax,3600,0.00,0,0,0.00,110
laser hair removal new york,14800,0.00,0,0,0.00,320
comcast high speed,14800,0.00,0,0,0.00,210
personal yahoo,27100,0.00,0,0,0.00,1300
san diego dui attorney,6600,0.00,0,0,0.00,320
michigan personal injury,8100,0.00,0,0,0.00,260
automobile law lemon,6600,0.17,1,1.15,0.19,110
cheap insurance life term,9900,0.00,0,0,0.00,720
home loans refinancing,22200,0.00,0,0,0.00,880
consolidate college loans,1000,0.00,0,0,0.00,28
cheap life insurance,33100,44.88,1,43.43,"1,949.13",6600
vioxx law suit,260,0.00,0,0,0.00,22
student loan refinance,14800,0.00,0,0,0.00,210
car hire alicante spain,6600,6.07,1,5.08,30.84,4400
tax attorney,135000,1.20,1,1.06,1.27,2900
refinancing my home,1900,0.00,0,0,0.00,91
criminal dallas lawyer,8100,0.00,0,0,0.00,170
line of credit home equity,135000,0.00,0,0,0.00,2400
litigation vioxx,1600,0.00,0,0,0.00,91
at and t phones,823000,0.00,0,0,0.00,49500
criminal defense attorney los angeles,8100,0.00,0,0,0.00,110
commodity online trading,8100,9.65,1,4.29,41.39,390
home equity rates,49500,0.89,1,0.61,0.55,1000
adsense,4090000,112.63,1,5.63,634.47,246000
law lemon mass,1900,0.00,0,0,0.00,58
equity home,450000,2.39,1,37.9,90.70,22200
arizona law lemon,1900,0.00,0,0,0.00,28
child molestation attorney,-,0.00,0,0,0.00,-
home line of credit,301000,0.00,0,0,0.00,8100
alicante car rental spain,6600,0.00,0,0,0.00,4400
attorney defense federal,4400,0.00,0,0,0.00,140
san diego criminal attorney,9900,0.00,0,0,0.00,480
injury lawyer new york,27100,0.00,0,0,0.00,590
attorney injury new personal york,22200,0.00,0,0,0.00,320
at and t mobile,16600000,0.00,0,0,0.00,2240000
pleural mesothelioma,8100,2.98,1,4.1,12.22,720
augmentation breast diego san,4400,0.00,0,0,0.00,36
home equity poor credit,2900,0.00,0,0,0.00,91
health insurance temporary,12100,0.00,0,0,0.00,720
compensation mesothelioma,3600,0.00,0,0,0.00,1900
21st century insurance,110000,0.00,0,0,0.00,480
cheap insurance medical,14800,0.00,0,0,0.00,2900
angeles criminal lawyer los,22200,0.00,0,0,0.00,320
low cost term life insurance,1900,0.00,0,0,0.00,210
home refinance loans,33100,0.00,0,0,0.00,1300
eloan,27100,0.00,0,0,0.00,4400
life insurance quote,201000,15.32,1,38.82,594.89,27100
cheap life assurance,33100,0.00,0,0,0.00,6600
anti spam exchange,12100,3.42,1,1.09,3.74,880
credit equity home line,135000,0.00,0,0,0.00,2400
att go phone,246000,0.00,0,0,0.00,1300
dui florida lawyer,8100,0.00,0,0,0.00,110
hair removal new york,18100,0.00,0,0,0.00,480
merchant account international,3600,0.00,0,0,0.00,260
vioxx class action,1300,0.00,0,0,0.00,91
life insurance quote online,22200,30.57,1,0.97,29.63,2900
consolidation loan,450000,11.50,1,102.93,"1,183.62",33100
equity line of credit,135000,0.61,1,1.23,0.75,2900
